[HEADER]
17-10-2022
11:42:16


[DATA]
[s]	[±0.008 bar]
time	pres
5.003	0.027
5.004	0.042
5.004	0.055
5.006	0.011
5.007	-0.011
5.007	0.019
5.008	-0.004
5.010	-0.027
5.010	0.001
5.012	0.006
5.012	0.018
5.013	0.010
5.015	-0.010
5.016	-0.003
5.017	-0.003
5.017	0.010
5.018	0.025
5.019	0.036
5.021	0.020
5.022	-0.002
5.022	0.032
5.023	0.003
5.025	-0.012
5.025	0.006
5.026	0.027
5.027	-0.007
5.028	0.001
5.029	0.009
5.030	0.023
5.032	0.009
5.033	0.003
5.034	-0.015
5.035	-0.006
5.036	-0.012
5.037	-0.017
5.038	-0.036
5.038	0.017
5.039	0.018
5.041	-0.002
5.041	0.029
5.042	0.015
5.043	-0.007
5.044	-0.007
5.045	0.012
5.047	-0.001
5.048	-0.016
5.048	0.006
5.050	0.008
5.050	0.001
5.052	-0.002
5.052	0.019
5.053	0.008
5.055	0.028
5.055	-0.001
5.057	-0.005
5.058	-0.002
5.058	0.021
5.059	0.014
5.060	-0.003
5.062	-0.015
5.062	0.007
5.064	-0.004
5.064	0.001
5.066	-0.036
5.066	-0.033
5.068	-0.022
5.069	-0.009
5.069	0.014
5.071	0.031
5.071	0.010
5.072	0.021
5.073	0.021
5.074	0.039
5.075	0.014
5.076	-0.013
5.078	-0.008
5.078	0.005
5.079	0.001
5.080	0.019
5.081	0.028
5.083	0.027
5.084	0.014
5.085	-0.005
5.085	-0.000
5.087	0.012
5.087	0.021
5.088	0.016
5.089	0.025
5.090	0.025
5.091	0.002
5.092	0.022
5.093	0.031
5.095	0.033
5.096	-0.003
5.097	-0.016
5.097	0.011
5.099	0.017
5.100	0.007
5.100	0.008
5.102	0.025
5.103	-0.008
5.103	-0.000
5.104	0.015
5.105	0.031
5.106	0.024
5.107	0.026
5.108	0.015
5.109	0.016
5.110	0.000
5.112	-0.003
5.113	-0.011
5.113	0.006
5.115	0.005
5.116	-0.009
5.117	0.025
5.117	0.020
5.118	0.023
5.120	-0.003
5.121	-0.004
5.122	-0.013
5.123	-0.014
5.124	-0.008
5.125	-0.018
5.125	0.003
5.126	-0.010
5.128	-0.010
5.128	0.001
5.130	0.024
5.130	0.018
5.131	0.011
5.133	-0.010
5.133	0.013
5.134	0.015
5.135	-0.015
5.136	-0.004
5.137	0.016
5.138	0.010
5.139	0.022
5.140	0.017
5.141	-0.013
5.142	-0.000
5.143	0.010
5.144	0.021
5.145	0.019
5.146	0.006
5.147	0.015
5.148	0.026
5.149	0.028
5.150	0.006
5.151	0.015
5.153	0.010
5.153	0.017
5.154	0.002
5.155	-0.009
5.156	-0.000
5.157	0.002
5.158	0.024
5.159	0.034
5.160	0.038
5.161	0.012
5.162	0.014
5.163	-0.014
5.164	0.001
5.165	0.008
5.166	0.010
5.167	-0.006
5.168	-0.029
5.169	-0.010
5.170	-0.006
5.171	-0.009
5.172	-0.012
5.173	-0.014
5.174	-0.009
5.175	0.007
5.176	0.020
5.177	0.006
5.178	0.007
5.179	0.019
5.180	-0.003
5.181	-0.009
5.183	-0.030
5.183	-0.014
5.184	-0.004
5.185	0.015
5.187	0.029
5.187	0.026
5.188	0.014
5.189	0.029
5.190	0.044
5.191	0.027
5.192	0.010
5.193	-0.011
5.194	-0.022
5.196	-0.006
5.196	0.014
5.197	0.006
5.199	-0.020
5.199	-0.004
5.200	0.006
5.201	0.002
5.202	-0.006
5.203	0.009
5.204	-0.021
5.205	-0.024
5.206	0.002
5.207	-0.010
5.208	-0.000
5.209	-0.005
5.210	0.002
5.211	-0.011
5.212	-0.009
5.213	-0.006
5.215	-0.001
5.216	-0.019
5.216	0.018
5.217	0.023
5.218	0.014
5.220	0.030
5.221	0.020
5.221	0.027
5.222	0.017
5.223	-0.006
5.224	-0.015
5.225	-0.015
5.226	-0.005
5.227	0.016
5.228	0.001
5.229	0.003
5.230	-0.003
5.232	0.031
5.233	0.020
5.234	-0.010
5.234	0.003
5.235	0.002
5.237	0.021
5.237	-0.002
5.238	0.017
5.239	-0.009
5.240	0.008
5.241	0.019
5.242	-0.017
5.243	-0.011
5.244	0.037
5.245	0.021
5.246	0.014
5.247	0.013
5.248	-0.004
5.249	0.026
5.250	-0.000
5.251	0.031
5.252	0.031
5.253	0.032
5.254	0.028
5.255	-0.003
5.256	-0.007
5.257	-0.018
5.259	-0.016
5.259	0.001
5.260	-0.007
5.261	-0.020
5.262	0.032
5.263	0.020
5.265	-0.000
5.265	0.020
5.266	0.013
5.267	0.004
5.269	-0.007
5.270	0.004
5.270	-0.016
5.271	0.006
5.272	0.008
5.273	0.024
5.274	0.004
5.275	-0.010
5.276	-0.005
5.278	-0.004
5.278	0.006
5.279	0.030
5.280	0.015
5.281	0.001
5.282	0.009
5.283	0.026
5.284	-0.002
5.285	0.009
5.287	0.019
5.287	0.010
5.288	0.007
5.289	0.003
5.290	-0.001
5.291	0.018
5.292	-0.005
5.293	0.009
5.294	0.009
5.295	0.004
5.297	0.004
5.297	0.028
5.298	0.003
5.299	-0.004
5.300	-0.016
5.301	0.004
5.302	0.010
5.303	0.016
5.304	0.019
5.305	0.031
5.306	0.016
5.307	0.022
5.308	0.022
5.309	0.011
5.311	-0.005
5.311	-0.035
5.312	0.009
5.313	0.019
5.315	0.021
5.316	0.023
5.317	-0.011
5.317	0.024
5.318	0.028
5.320	-0.001
5.320	-0.009
5.321	-0.006
5.322	0.008
5.324	-0.008
5.324	-0.005
5.325	-0.002
5.327	-0.001
5.327	-0.018
5.328	0.012
5.329	-0.014
5.330	-0.009
5.331	-0.006
5.333	-0.006
5.334	0.006
5.334	0.004
5.336	0.010
5.337	0.018
5.338	0.010
5.339	-0.000
5.339	0.017
5.341	0.010
5.342	0.015
5.343	-0.005
5.344	0.029
5.345	0.041
5.346	0.013
5.347	0.018
5.347	0.026
5.349	0.009
5.350	0.004
5.351	0.017
5.351	0.005
5.353	0.004
5.354	0.010
5.355	-0.002
5.356	0.002
5.357	0.001
5.358	0.018
5.359	-0.020
5.360	0.013
5.361	-0.003
5.362	0.018
5.363	0.019
5.364	0.022
5.365	0.021
5.366	-0.001
5.367	0.005
5.368	0.035
5.369	0.022
5.370	-0.005
5.371	-0.018
5.372	0.012
5.373	0.001
5.374	0.003
5.375	0.012
5.375	0.008
5.377	0.006
5.378	-0.007
5.379	0.005
5.380	0.013
5.381	0.037
5.382	0.004
5.383	0.002
5.384	0.001
5.385	-0.010
5.386	-0.013
5.387	0.013
5.388	0.021
5.389	0.041
5.390	0.008
5.391	0.024
5.392	0.012
5.392	0.028
5.393	0.002
5.395	0.019
5.396	0.018
5.397	0.021
5.398	0.033
5.399	0.029
5.400	-0.006
5.401	-0.016
5.402	-0.022
5.403	-0.003
5.404	-0.006
5.405	-0.016
5.406	0.001
5.407	0.022
5.408	0.003
5.409	-0.010
5.410	-0.015
5.411	0.008
5.412	-0.010
5.412	0.004
5.414	0.020
5.415	-0.006
5.416	-0.000
5.417	0.020
5.418	0.000
5.419	0.007
5.420	-0.013
5.421	-0.019
5.422	-0.025
5.423	-0.002
5.424	-0.020
5.425	0.022
5.426	0.022
5.427	0.027
5.428	0.024
5.429	0.019
5.430	-0.001
5.431	0.006
5.432	-0.006
5.433	0.000
5.434	-0.007
5.435	0.001
5.436	-0.007
5.437	0.001
5.438	0.035
5.439	0.032
5.440	0.046
5.441	0.025
5.442	0.019
5.443	0.004
5.444	0.006
5.445	0.011
5.446	0.007
5.447	0.022
5.448	0.016
5.449	0.018
5.450	-0.001
5.451	0.036
5.452	0.011
5.453	-0.011
5.454	0.001
5.455	-0.011
5.456	0.019
5.457	0.005
5.458	0.005
5.459	-0.002
5.460	0.012
5.461	0.031
5.462	0.012
5.463	0.002
5.464	0.030
5.465	0.030
5.466	0.014
5.467	0.007
5.468	0.013
5.469	0.018
5.470	0.009
5.471	0.014
5.472	0.021
5.473	0.035
5.474	0.003
5.475	-0.011
5.476	0.021
5.477	0.006
5.478	-0.013
5.479	0.019
5.480	0.033
5.481	0.004
5.482	-0.011
5.483	-0.003
5.484	-0.010
5.485	-0.003
5.486	0.021
5.487	0.017
5.488	-0.004
5.489	-0.012
5.490	-0.000
5.491	0.020
5.492	-0.002
5.493	-0.001
5.494	0.015
5.495	0.009
5.496	-0.012
5.497	0.016
5.498	0.004
5.499	0.030
5.500	0.037
5.501	0.013
5.502	0.041
5.503	-0.010
5.504	-0.005
5.505	-0.010
5.506	0.021
5.507	0.004
5.508	-0.003
5.509	-0.035
5.510	-0.035
5.511	-0.024
5.512	0.022
5.513	-0.006
5.514	0.004
5.515	-0.003
5.516	-0.009
5.517	0.015
5.518	0.034
5.519	0.002
5.520	0.003
5.521	0.028
5.522	0.020
5.523	0.015
5.524	-0.009
5.525	0.010
5.526	0.016
5.527	0.000
5.528	-0.016
5.529	-0.010
5.530	0.051
5.531	0.011
5.532	0.019
5.533	0.016
5.534	0.011
5.535	-0.007
5.536	0.009
5.537	-0.005
5.538	0.015
5.539	-0.000
5.540	-0.009
5.541	0.010
5.542	0.008
5.543	0.007
5.544	0.010
5.545	-0.000
5.546	-0.003
5.547	-0.034
5.548	-0.006
5.549	0.039
5.550	0.017
5.551	0.018
5.552	-0.002
5.553	0.026
5.554	0.010
5.555	0.004
5.556	-0.004
5.557	-0.011
5.558	0.040
5.559	0.018
5.560	0.028
5.561	-0.003
5.562	0.033
5.563	0.010
5.564	0.028
5.565	0.024
5.566	0.012
5.567	-0.004
5.568	0.041
5.569	0.009
5.570	0.023
5.571	0.014
5.572	0.012
5.573	0.046
5.574	0.025
5.575	0.008
5.576	-0.001
5.577	0.027
5.578	0.009
5.579	0.020
5.580	-0.005
5.581	0.002
5.582	0.007
5.583	0.031
5.584	-0.014
5.585	0.001
5.586	0.010
5.587	0.025
5.588	-0.001
5.589	-0.020
5.590	0.004
5.591	0.030
5.592	-0.008
5.593	0.012
5.594	0.006
5.595	0.005
5.596	0.032
5.597	0.039
5.598	0.011
5.599	0.007
5.600	-0.008
5.601	-0.020
5.602	0.027
5.603	0.022
5.604	-0.009
5.605	-0.007
5.606	-0.010
5.607	-0.022
5.608	-0.007
5.609	-0.033
5.610	-0.020
5.611	-0.016
5.612	0.019
5.613	-0.021
5.614	0.004
5.615	0.012
5.616	-0.020
5.617	-0.000
5.618	-0.007
5.619	-0.022
5.620	-0.033
5.621	0.012
5.622	-0.006
5.623	-0.005
5.624	-0.027
5.625	0.004
5.626	0.015
5.627	0.008
5.628	0.004
5.629	-0.011
5.630	-0.015
5.631	-0.003
5.632	0.022
5.633	0.041
5.634	0.034
5.635	0.008
5.636	-0.009
5.637	0.001
5.638	-0.006
5.639	-0.003
5.640	0.028
5.641	0.023
5.642	-0.001
5.643	-0.012
5.644	-0.002
5.645	0.001
5.646	-0.020
5.647	0.011
5.648	-0.006
5.649	0.018
5.650	0.010
5.651	0.011
5.652	-0.002
5.653	-0.003
5.654	-0.003
5.655	0.007
5.656	-0.006
5.657	0.015
5.658	0.026
5.659	0.024
5.660	0.009
5.661	0.013
5.662	0.005
5.663	0.010
5.664	0.023
5.665	0.018
5.666	0.029
5.667	0.026
5.668	0.024
5.669	-0.003
5.670	-0.020
5.671	0.011
5.672	0.022
5.673	0.008
5.674	-0.007
5.675	-0.017
5.676	0.004
5.677	0.006
5.678	-0.010
5.679	0.001
5.680	0.008
5.681	0.011
5.682	-0.000
5.683	-0.003
5.684	0.016
5.685	0.011
5.686	-0.004
5.687	-0.022
5.688	0.003
5.689	-0.001
5.690	-0.026
5.691	0.007
5.692	-0.006
5.693	-0.009
5.694	0.007
5.695	0.021
5.696	0.019
5.697	0.002
5.698	0.031
5.699	0.037
5.700	0.001
5.701	0.001
5.702	0.004
5.703	-0.000
5.704	0.000
5.705	0.001
5.706	-0.007
5.707	-0.016
5.708	-0.006
5.709	0.020
5.710	0.021
5.711	0.019
5.712	0.020
5.713	0.018
5.714	0.009
5.715	0.022
5.716	0.001
5.717	-0.009
5.718	-0.021
5.719	0.009
5.720	-0.004
5.721	0.037
5.722	0.022
5.723	0.015
5.724	-0.003
5.725	0.017
5.726	0.009
5.727	-0.019
5.728	-0.009
5.729	-0.010
5.730	0.025
5.731	0.017
5.732	0.020
5.733	0.009
5.734	-0.003
5.735	0.009
5.736	0.014
5.737	0.019
5.738	0.013
5.739	0.002
5.740	0.000
5.741	0.018
5.742	0.022
5.743	0.037
5.744	0.011
5.745	0.028
5.746	-0.000
5.747	0.029
5.748	0.025
5.749	-0.014
5.750	0.013
5.751	-0.005
5.752	0.007
5.753	0.024
5.754	0.022
5.755	0.022
5.756	-0.010
5.757	-0.026
5.758	-0.026
5.759	0.031
5.760	0.016
5.761	0.026
5.762	0.030
5.763	-0.008
5.764	0.027
5.765	0.007
5.766	-0.028
5.767	-0.007
5.768	-0.001
5.769	-0.016
5.770	-0.007
5.771	0.006
5.772	0.007
5.773	-0.004
5.774	-0.005
5.775	0.025
5.776	-0.006
5.777	-0.015
5.778	0.002
5.779	0.011
5.780	0.003
5.781	-0.016
5.782	0.006
5.783	0.008
5.784	0.015
5.785	0.032
5.786	0.023
5.787	0.032
5.788	-0.012
5.789	0.014
5.790	0.008
5.791	-0.007
5.792	-0.005
5.793	-0.007
5.794	-0.018
5.795	0.010
5.796	0.002
5.797	-0.014
5.798	0.012
5.799	0.015
5.800	0.022
5.801	0.007
5.802	0.012
5.803	0.003
5.804	-0.009
5.805	0.025
5.806	0.027
5.807	0.037
5.808	0.023
5.809	-0.001
5.810	0.004
5.811	-0.011
5.812	-0.001
5.813	-0.013
5.814	0.012
5.815	0.003
5.816	0.009
5.817	0.004
5.818	0.009
5.819	-0.005
5.820	-0.017
5.821	-0.014
5.822	-0.009
5.823	-0.026
5.824	-0.025
5.825	0.002
5.826	-0.017
5.827	-0.005
5.828	-0.002
5.829	0.034
5.830	0.020
5.831	0.017
5.832	-0.010
5.833	-0.005
5.834	0.024
5.835	0.020
5.836	0.014
5.837	0.019
5.838	-0.007
5.839	0.030
5.840	0.014
5.841	-0.013
5.842	0.021
5.843	0.017
5.844	-0.001
5.845	0.020
5.846	-0.004
5.847	0.022
5.848	-0.006
5.849	0.020
5.850	-0.002
5.851	-0.005
5.852	-0.012
5.853	-0.024
5.854	-0.025
5.855	-0.013
5.856	-0.021
5.857	0.047
5.858	0.023
5.859	0.024
5.860	0.019
5.861	0.019
5.862	0.023
5.863	0.017
5.864	-0.015
5.865	-0.007
5.866	0.007
5.867	-0.009
5.868	-0.030
5.869	-0.006
5.870	0.009
5.871	-0.017
5.872	0.007
5.873	-0.005
5.874	0.022
5.875	0.031
5.876	0.009
5.877	0.009
5.878	0.012
5.879	0.005
5.880	0.026
5.881	0.043
5.882	0.010
5.883	0.002
5.884	-0.024
5.885	0.012
5.886	0.022
5.887	0.008
5.888	-0.015
5.889	0.006
5.890	-0.015
5.891	0.016
5.892	0.005
5.893	-0.001
5.894	-0.001
5.895	0.017
5.896	0.005
5.897	-0.008
5.898	-0.012
5.899	-0.036
5.900	-0.001
5.901	0.021
5.902	0.014
5.903	0.011
5.904	-0.002
5.905	-0.021
5.906	0.008
5.907	0.004
5.908	0.009
5.909	0.015
5.910	-0.017
5.911	0.015
5.912	0.005
5.913	-0.001
5.914	-0.006
5.915	-0.012
5.916	0.012
5.917	0.022
5.918	0.042
5.920	0.030
5.920	0.014
5.921	0.020
5.922	0.001
5.923	0.011
5.924	0.013
5.925	-0.011
5.926	-0.022
5.927	-0.012
5.928	-0.008
5.929	-0.019
5.930	-0.014
5.931	-0.009
5.932	-0.010
5.933	0.006
5.934	0.002
5.935	-0.006
5.936	-0.013
5.937	-0.019
5.938	-0.011
5.939	0.008
5.940	0.014
5.941	0.028
5.942	0.014
5.943	0.006
5.944	0.011
5.945	0.025
5.946	-0.002
5.947	0.014
5.948	0.001
5.949	0.014
5.950	-0.003
5.951	0.008
5.952	0.001
5.953	-0.022
5.954	0.009
5.955	-0.001
5.956	-0.015
5.957	0.002
5.958	-0.017
5.959	-0.013
5.960	-0.029
5.961	-0.011
5.962	-0.018
5.963	-0.020
5.964	-0.011
5.965	0.016
5.966	0.002
5.967	0.001
5.968	-0.014
5.970	-0.009
5.971	-0.019
5.971	-0.028
5.972	0.008
5.973	0.006
5.974	0.008
5.975	0.007
5.976	0.011
5.977	0.004
5.978	-0.011
5.979	-0.011
5.980	0.016
5.981	0.024
5.982	-0.008
5.983	0.009
5.984	0.010
5.985	0.002
5.986	0.004
5.987	-0.005
5.988	0.000
5.989	-0.001
5.990	0.019
5.991	0.010
5.992	-0.012
5.993	-0.013
5.994	0.021
5.995	0.005
5.996	0.039
5.997	-0.001
5.998	0.029
5.999	0.023
6.000	0.033
6.001	-0.009
6.002	-0.025
6.003	0.010
6.004	-0.018
6.005	0.016
6.006	0.022
6.007	0.036
6.008	0.029
6.009	0.007
6.010	0.023
6.011	-0.003
6.012	0.003
6.013	0.011
6.014	0.002
6.015	0.003
6.016	0.016
6.017	0.031
6.018	0.016
6.019	0.020
6.020	0.039
6.021	0.032
6.022	0.017
6.023	0.001
6.024	0.047
6.025	0.002
6.026	-0.002
6.027	-0.003
6.028	0.001
6.029	0.011
6.030	0.007
6.031	0.029
6.032	0.024
6.033	0.009
6.034	0.001
6.035	0.013
6.036	0.009
6.037	0.043
6.038	0.006
6.039	0.038
6.040	0.028
6.041	0.003
6.042	0.012
6.043	0.010
6.044	0.025
6.045	0.005
6.046	0.008
6.047	-0.011
6.048	-0.021
6.049	0.025
6.050	0.018
6.051	0.038
6.052	0.005
6.053	0.007
6.054	-0.008
6.055	-0.010
6.056	0.004
6.057	0.026
6.058	-0.003
6.059	0.007
6.060	0.023
6.061	0.005
6.062	-0.018
6.063	-0.001
6.064	0.015
6.065	0.020
6.066	-0.002
6.067	0.008
6.068	0.018
6.070	0.016
6.070	0.001
6.071	0.012
6.072	0.010
6.073	0.011
6.074	0.017
6.075	0.040
6.076	0.024
6.077	0.018
6.078	0.027
6.079	0.025
6.080	0.039
6.081	-0.008
6.082	0.001
6.083	-0.002
6.084	0.022
6.085	0.007
6.086	-0.012
6.087	0.012
6.088	0.014
6.089	-0.002
6.090	-0.006
6.091	0.026
6.092	0.007
6.093	-0.004
6.094	-0.006
6.095	0.008
6.096	0.014
6.097	0.023
6.098	0.007
6.099	-0.017
6.100	-0.002
6.101	0.006
6.102	0.010
6.103	-0.002
6.104	-0.027
6.105	-0.026
6.106	0.020
6.107	0.012
6.108	0.045
6.109	0.037
6.110	0.012
6.111	0.005
6.112	-0.008
6.113	0.007
6.114	0.019
6.115	0.031
6.116	0.020
6.117	-0.009
6.118	-0.009
6.119	0.028
6.120	-0.007
6.121	0.018
6.122	0.028
6.123	0.006
6.124	-0.002
6.125	-0.004
6.126	0.005
6.127	0.016
6.128	0.004
6.129	0.010
6.130	0.012
6.131	-0.006
6.132	0.001
6.133	0.018
6.134	0.003
6.135	0.011
6.136	-0.008
6.138	0.026
6.138	0.023
6.139	0.034
6.140	-0.001
6.141	0.016
6.142	0.017
6.143	0.010
6.144	0.022
6.145	0.005
6.146	-0.003
6.147	-0.001
6.148	-0.011
6.149	-0.008
6.150	0.008
6.151	0.018
6.152	0.024
6.153	0.027
6.154	0.045
6.155	0.018
6.156	0.031
6.157	0.004
6.158	-0.005
6.159	0.003
6.160	0.014
6.161	0.027
6.162	0.016
6.163	-0.014
6.164	0.005
6.165	0.004
6.166	-0.006
6.167	0.013
6.168	0.009
6.170	0.014
6.170	-0.013
6.171	0.023
6.172	0.011
6.173	0.022
6.174	0.047
6.175	0.027
6.176	-0.008
6.177	0.017
6.178	0.010
6.179	0.015
6.180	0.021
6.181	-0.001
6.182	0.005
6.183	0.017
6.184	0.016
6.185	0.036
6.186	0.027
6.187	0.044
6.188	0.030
6.189	0.027
6.190	0.012
6.191	0.003
6.192	-0.013
6.193	0.044
6.194	0.037
6.195	0.012
6.196	0.013
6.197	0.016
6.198	0.003
6.199	0.023
6.200	0.006
6.201	0.008
6.202	-0.023
6.203	0.005
6.204	0.008
6.205	0.015
6.206	0.005
6.207	0.022
6.207	0.013
6.208	0.023
6.209	0.005
6.210	0.005
6.211	0.002
6.212	0.003
6.213	0.015
6.214	0.001
6.216	-0.007
6.216	0.016
6.217	0.047
6.219	0.013
6.221	-0.008
6.221	0.003
6.221	0.021
6.222	0.029
6.223	0.028
6.224	0.005
6.226	-0.002
6.226	0.004
6.227	-0.009
6.228	0.007
6.229	0.017
6.230	0.005
6.231	0.019
6.232	0.004
6.233	-0.004
6.234	0.008
6.235	0.012
6.237	0.004
6.238	-0.008
6.238	-0.009
6.240	-0.006
6.240	-0.008
6.241	-0.013
6.242	0.002
6.243	-0.004
6.244	0.009
6.245	0.007
6.246	0.006
6.247	0.015
6.249	0.006
6.249	0.016
6.250	0.013
6.251	0.019
6.252	0.020
6.253	-0.005
6.254	0.015
6.255	0.019
6.256	0.015
6.257	0.016
6.258	0.012
6.259	0.006
6.260	0.001
6.261	0.005
6.262	0.006
6.263	-0.004
6.265	-0.007
6.265	0.008
6.266	0.012
6.267	0.008
6.268	-0.006
6.270	-0.012
6.270	0.002
6.271	0.023
6.272	0.013
6.274	0.011
6.274	0.003
6.275	0.016
6.276	0.012
6.277	0.001
6.279	0.013
6.280	0.024
6.281	0.017
6.282	0.018
6.283	-0.004
6.284	-0.013
6.285	0.015
6.286	-0.005
6.287	0.009
6.288	0.007
6.289	0.016
6.290	0.000
6.291	0.010
6.292	0.033
6.293	0.010
6.294	0.001
6.295	-0.004
6.296	-0.002
6.297	-0.001
6.298	-0.002
6.299	0.003
6.300	-0.002
6.301	-0.000
6.302	0.008
6.303	0.010
6.304	0.015
6.305	0.020
6.306	0.017
6.307	0.001
6.308	0.021
6.309	0.022
6.310	0.002
6.311	-0.010
6.312	0.004
6.313	-0.007
6.314	0.028
6.315	0.023
6.316	0.020
6.317	0.032
6.318	0.003
6.319	0.016
6.320	0.026
6.321	-0.007
6.322	-0.002
6.323	0.010
6.324	0.001
6.325	-0.019
6.326	0.011
6.327	0.013
6.328	0.007
6.329	0.008
6.330	0.022
6.331	0.015
6.333	0.001
6.333	0.025
6.334	0.025
6.335	0.009
6.336	-0.013
6.337	0.013
6.338	0.013
6.339	0.002
6.340	0.016
6.341	-0.003
6.342	0.010
6.343	-0.003
6.344	0.019
6.345	-0.008
6.346	-0.008
6.347	0.002
6.348	-0.003
6.349	0.026
6.350	-0.002
6.351	-0.004
6.352	-0.001
6.353	-0.009
6.354	-0.003
6.355	-0.002
6.356	0.001
6.357	-0.001
6.358	-0.011
6.359	0.014
6.360	-0.005
6.361	-0.019
6.362	-0.028
6.363	0.010
6.364	0.009
6.365	0.003
6.366	0.034
6.367	0.043
6.368	0.039
6.369	0.007
6.370	0.011
6.371	0.005
6.372	0.002
6.373	-0.000
6.374	0.001
6.375	-0.005
6.376	0.008
6.377	0.013
6.378	0.022
6.379	0.035
6.380	0.016
6.381	0.022
6.382	0.010
6.383	0.012
6.384	-0.001
6.385	0.009
6.386	0.014
6.387	0.002
6.388	0.004
6.389	-0.019
6.390	0.006
6.391	0.027
6.392	0.002
6.393	-0.015
6.394	0.004
6.395	0.016
6.396	0.021
6.397	0.008
6.398	0.023
6.399	0.010
6.400	-0.008
6.401	0.020
6.402	0.014
6.403	0.006
6.404	0.011
6.405	-0.001
6.406	0.015
6.407	0.024
6.408	0.005
6.409	0.011
6.410	0.022
6.411	0.001
6.412	0.002
6.413	0.011
6.414	0.001
6.415	-0.003
6.416	-0.004
6.417	0.012
6.418	0.024
6.419	0.037
6.420	0.019
6.421	-0.003
6.422	0.007
6.423	0.009
6.423	-0.003
6.424	0.023
6.426	0.028
6.427	0.016
6.428	0.004
6.429	0.014
6.430	0.017
6.431	0.007
6.432	-0.007
6.433	0.035
6.434	0.029
6.435	0.014
6.436	-0.003
6.437	-0.013
6.438	-0.011
6.439	0.003
6.440	-0.011
6.441	0.025
6.442	0.027
6.443	-0.004
6.444	-0.004
6.445	-0.009
6.446	-0.012
6.447	-0.027
6.448	0.030
6.449	0.009
6.450	-0.003
6.451	0.006
6.452	-0.012
6.453	0.017
6.454	0.011
6.455	0.013
6.456	-0.014
6.457	0.018
6.458	-0.002
6.459	0.006
6.460	-0.009
6.461	0.005
6.462	-0.005
6.463	0.011
6.464	0.033
6.465	-0.002
6.466	-0.022
6.467	0.003
6.468	0.016
6.469	-0.006
6.470	0.001
6.471	0.007
6.472	-0.010
6.473	0.005
6.474	-0.003
6.475	0.014
6.476	0.006
6.477	-0.007
